,STRUCTURE_ID,COUNTY,OWNER,AGE,CONDITION,COLOR,COORDINATES
8032,90I00260063,Washington,STATE HIGHWAY AGENCY,36.0,Good,Green,"[-82.33344886799995, 36.30011947000003]"
8033,90I00810007,Washington,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-82.57328334599998, 36.42522669700003]"
8034,83S61250001,Sumner,STATE HIGHWAY AGENCY,54.0,Good,Green,"[-86.51204036599995, 36.63094647400004]"
8035,83SR0102001,Sumner,STATE HIGHWAY AGENCY,75.0,Fair,Yellow,"[-86.27537149599993, 36.49514801600003]"
8036,83SR3860003,Sumner,STATE HIGHWAY AGENCY,29.0,Good,Green,"[-86.66543753099995, 36.312450252000076]"
8037,84SR0590025,Tipton,STATE HIGHWAY AGENCY,22.0,Fair,Yellow,"[-89.56278770099999, 35.450433177000036]"
8038,870A1610001,Union,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-83.87929075499994, 36.17920322500004]"
8039,870A1420001,Union,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-83.76035797199995, 36.18345543500004]"
8040,87SR0330001,Union,STATE HIGHWAY AGENCY,51.0,Fair,Yellow,"[-83.90182258899995, 36.17747743800004]"
8041,87SR0330005,Union,STATE HIGHWAY AGENCY,52.0,Fair,Yellow,"[-83.89831205899998, 36.18677524200007]"
8042,87SR0330007,Union,STATE HIGHWAY AGENCY,2.0,Fair,Yellow,"[-83.74286240499998, 36.33184363600003]"
8043,87SR0610003,Union,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-83.74564141399998, 36.23832535100007]"
8044,87SR1440003,Union,STATE HIGHWAY AGENCY,66.0,Fair,Yellow,"[-83.82762591899996, 36.20938866300003]"
8045,87SR1440005,Union,STATE HIGHWAY AGENCY,7.0,Good,Green,"[-83.83157183999998, 36.21440444000007]"
8046,82I00810024,Sullivan,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-82.42239129099994, 36.50977194300003]"
8047,88021400003,Van Buren,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-85.52307032799996, 35.78789041600004]"
8048,88021850005,Van Buren,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-85.55720466399998, 35.60535953600004]"
8049,88021850011,Van Buren,COUNTY HIGHWAY AGENCY,25.0,Good,Green,"[-85.57224492999995, 35.655185250000045]"
8050,88021850013,Van Buren,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-85.57760964199997, 35.70095550000008]"
8051,880A0150001,Van Buren,COUNTY HIGHWAY AGENCY,97.0,Fair,Yellow,"[-85.56436668999999, 35.75077270400004]"
8052,880A0780001,Van Buren,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-85.32603967699998, 35.67607834800003]"
8053,82I00260004,Sullivan,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-82.52104943699999, 36.44787705600004]"
8054,82I00260001,Sullivan,STATE HIGHWAY AGENCY,48.0,Fair,Yellow,"[-82.52313475699998, 36.45437160900008]"
8055,84SR0030007,Tipton,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-89.72584994899995, 35.49220860600008]"
8056,84SR0030009,Tipton,STATE HIGHWAY AGENCY,94.0,Fair,Yellow,"[-89.72221031799995, 35.49685640300004]"
8057,84SR0030011,Tipton,STATE HIGHWAY AGENCY,92.0,Fair,Yellow,"[-89.70970478499999, 35.510399076000056]"
8058,84SR0030013,Tipton,STATE HIGHWAY AGENCY,92.0,Fair,Yellow,"[-89.70816867399998, 35.51202279200004]"
8059,84SR0030019,Tipton,STATE HIGHWAY AGENCY,26.0,Fair,Yellow,"[-89.61047996499997, 35.63585025900005]"
8060,84SR0030020,Tipton,STATE HIGHWAY AGENCY,44.0,Fair,Yellow,"[-89.61047996499997, 35.63585025900005]"
8061,84SR0140003,Tipton,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-89.63169725099999, 35.46265305800006]"
8062,83SR0410013,Sumner,STATE HIGHWAY AGENCY,71.0,Good,Green,"[-86.59500746399993, 36.586071350000054]"
8063,83SR0410015,Sumner,STATE HIGHWAY AGENCY,71.0,Good,Green,"[-86.59201160099997, 36.590981612000064]"
8064,83SR0520033,Sumner,STATE HIGHWAY AGENCY,22.0,Good,Green,"[-86.55001438399995, 36.57928695700008]"
8065,83SR3860010,Sumner,STATE HIGHWAY AGENCY,29.0,Good,Green,"[-86.62716908899995, 36.330215922000036]"
8066,85SR0100015,Trousdale,STATE HIGHWAY AGENCY,66.0,Good,Green,"[-86.16574870799997, 36.400373251000076]"
8067,85SR0100017,Trousdale,STATE HIGHWAY AGENCY,66.0,Fair,Yellow,"[-86.15580802599999, 36.395603892000054]"
8068,82I00810001,Sullivan,STATE HIGHWAY AGENCY,50.0,Good,Green,"[-82.56249509499997, 36.43452269100004]"
8069,82I00810003,Sullivan,STATE HIGHWAY AGENCY,49.0,Good,Green,"[-82.53605328499998, 36.44575525100004]"
8070,83020730001,Sumner,COUNTY HIGHWAY AGENCY,43.0,Good,Green,"[-86.30111656899999, 36.58685808000007]"
8071,83020790003,Sumner,COUNTY HIGHWAY AGENCY,54.0,Good,Green,"[-86.56582194999999, 36.424995128000035]"
8072,83020790005,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.56375954099997, 36.43286811400003]"
8073,82I00810025,Sullivan,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-82.39171758399993, 36.53008561400003]"
8074,82I00810027,Sullivan,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-82.38759747599994, 36.53332506100003]"
8075,82I00810029,Sullivan,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-82.35902379999999, 36.538356356000065]"
8076,830A0460001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Good,Green,"[-86.68457086199999, 36.35153536000007]"
8077,83SR0520001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,84.0,Fair,Yellow,"[-86.55172626799998, 36.58438141900007]"
8078,83SR0520003,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Good,Green,"[-86.51779915199995, 36.58277461600005]"
8079,840A0810001,Tipton,COUNTY HIGHWAY AGENCY,5.0,Fair,Yellow,"[-89.63459328, 35.57241994800006]"
8080,840A0870001,Tipton,COUNTY HIGHWAY AGENCY,26.0,Fair,Yellow,"[-89.58543468899995, 35.56276852000008]"
8081,830A0370001,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.63639542699997, 36.39399443000008]"
8082,830A0370003,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.63499665199998, 36.39419206400004]"
8083,830A0480001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,22.0,Good,Green,"[-86.68112737999996, 36.33925822600003]"
8084,830A2320001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Fair,Yellow,"[-86.61590506599998, 36.311365659000046]"
8085,840A1690001,Tipton,COUNTY HIGHWAY AGENCY,49.0,Poor,Orange,"[-89.63479593199997, 35.46214872500008]"
8086,840A1720001,Tipton,COUNTY HIGHWAY AGENCY,9.0,Fair,Yellow,"[-89.62422198399997, 35.498652693000054]"
8087,840A1780001,Tipton,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.69351350599999, 35.520727168000064]"
8088,840A1780003,Tipton,COUNTY HIGHWAY AGENCY,30.0,Fair,Yellow,"[-89.69188838599996, 35.50481630100006]"
8089,840A1780007,Tipton,COUNTY HIGHWAY AGENCY,13.0,Fair,Yellow,"[-89.69494718699997, 35.49054262400006]"
8090,83SR0520025,Sumner,STATE HIGHWAY AGENCY,44.0,Good,Green,"[-86.51274051699994, 36.577140394000025]"
8091,85020860011,Trousdale,COUNTY HIGHWAY AGENCY,22.0,Good,Green,"[-86.03657608299994, 36.40660328400003]"
8092,85020860007,Trousdale,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-86.03587291899998, 36.41048445900003]"
8093,85020900003,Trousdale,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.18418352199996, 36.44725953600005]"
8094,85020900005,Trousdale,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.18360400499995, 36.44716747900003]"
8095,850A0110001,Trousdale,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.13645067399995, 36.374676144000034]"
8096,82I00260021,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.56387069899995, 36.500670134000075]"
8097,82I00260026,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.56504584499999, 36.50194985500008]"
8098,82I00260027,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.57059752699996, 36.50800162500008]"
8099,83M33280001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,61.0,Fair,Yellow,"[-86.43754233999994, 36.38348072500003]"
8100,83M33320001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,32.0,Fair,Yellow,"[-86.45411844599994, 36.38084457700006]"
8101,830A4140005,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.59376342399997, 36.341335198000024]"
8102,830A4140003,Sumner,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.59455951099994, 36.35015664500003]"
8103,830A4140001,Sumner,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-86.60881555799995, 36.35974424300008]"
8104,830A4810001,Sumner,COUNTY HIGHWAY AGENCY,22.0,Good,Green,"[-86.53814136899996, 36.517274203000056]"
8105,830A4810003,Sumner,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.53967054099996, 36.51463851900007]"
8106,830A4820001,Sumner,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-86.51869891099994, 36.50107456100005]"
8107,830A4840003,Sumner,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-86.53618903699999, 36.50843167100004]"
8108,830A4890001,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.59930958699994, 36.52244400200004]"
8109,840A0900005,Tipton,COUNTY HIGHWAY AGENCY,26.0,Fair,Yellow,"[-89.50694373499994, 35.54924754900003]"
8110,840A0970003,Tipton,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-89.50478005599996, 35.51717774000008]"
8111,920A4710001,Weakley,COUNTY HIGHWAY AGENCY,16.0,Fair,Yellow,"[-88.81957011499998, 36.18534498900004]"
8112,860A6040001,Unicoi,COUNTY HIGHWAY AGENCY,11.0,Good,Green,"[-82.49990681, 36.04555159200004]"
8113,860A4270001,Unicoi,COUNTY HIGHWAY AGENCY,11.0,Good,Green,"[-82.49721155599997, 36.04318964600003]"
8114,860A2540001,Unicoi,CITY OR MUNICIPAL HIGHWAY AGENCY,25.0,Fair,Yellow,"[-82.38799040399994, 36.15320518500005]"
8115,86SR0810001,Unicoi,STATE HIGHWAY AGENCY,31.0,Fair,Yellow,"[-82.41801660299996, 36.150768741000036]"
8116,86SR1070005,Unicoi,STATE HIGHWAY AGENCY,90.0,Fair,Yellow,"[-82.37011078999996, 36.18089108200007]"
8117,88SR0300001,Van Buren,STATE HIGHWAY AGENCY,12.0,Good,Green,"[-85.51962067999995, 35.73615758300008]"
8118,900A2200001,Washington,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-82.63167213099996, 36.292780992000075]"
8119,900A4480001,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,8.0,Good,Green,"[-82.40147710399998, 36.39198387400006]"
8120,900A4480003,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,8.0,Good,Green,"[-82.39708994099999, 36.39206915200003]"
8121,830A4230001,Sumner,COUNTY HIGHWAY AGENCY,36.0,Good,Green,"[-86.56354685299993, 36.42396814500006]"
8122,830A4230005,Sumner,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-86.57908618699997, 36.43139159000003]"
8123,830A4230007,Sumner,COUNTY HIGHWAY AGENCY,31.0,Fair,Yellow,"[-86.58086723499997, 36.43219375500007]"
8124,830A4320001,Sumner,COUNTY HIGHWAY AGENCY,37.0,Good,Green,"[-86.57986119199995, 36.44876696600005]"
8125,82I00260029,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.58260446199995, 36.54292015900006]"
8126,82I00260031,Sullivan,STATE HIGHWAY AGENCY,37.0,Good,Green,"[-82.58249382699995, 36.54465567400007]"
8127,82I00260034,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.58197771599998, 36.553189806000034]"
8128,830A4420001,Sumner,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-86.46739260199996, 36.42810485100006]"
8129,830A4510001,Sumner,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.55535169499996, 36.45760297600003]"
8130,830A4530001,Sumner,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.54405850699999, 36.45715607600005]"
8131,830A4540001,Sumner,COUNTY HIGHWAY AGENCY,24.0,Good,Green,"[-86.52444492099994, 36.470228484000074]"
8132,840A2280003,Tipton,COUNTY HIGHWAY AGENCY,9.0,Fair,Yellow,"[-89.74902130399994, 35.43190961200003]"
8133,840A2500003,Tipton,TOWN OR TOWNSHIP HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.80389401099995, 35.41064530400007]"
8134,840A2520003,Tipton,TOWN OR TOWNSHIP HIGHWAY AGENCY,37.0,Fair,Yellow,"[-89.81527016099994, 35.41315328200005]"
8135,830A4900001,Sumner,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.59260470699996, 36.50353069800008]"
8136,830A4900003,Sumner,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.59251354099996, 36.50733500900003]"
8137,860A3760001,Unicoi,CITY OR MUNICIPAL HIGHWAY AGENCY,33.0,Fair,Yellow,"[-82.33904426999999, 36.187816661000056]"
8138,860A3870001,Unicoi,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-82.26139208799998, 36.183872405000045]"
8139,860A3880001,Unicoi,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-82.25184729099999, 36.172508126000025]"
8140,860A3980001,Unicoi,COUNTY HIGHWAY AGENCY,26.0,Good,Green,"[-82.25018489399997, 36.168131929000026]"
8141,86I00260003,Unicoi,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-82.32712262199999, 36.24145521100007]"
8142,86I00260077,Unicoi,STATE HIGHWAY AGENCY,23.0,Fair,Yellow,"[-82.54960197999998, 35.976589438000076]"
8143,86I00260075,Unicoi,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-82.54724394599998, 35.980491709000034]"
8144,86I00260073,Unicoi,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-82.54554739199995, 35.982706918000076]"
8145,86SR1070009,Unicoi,STATE HIGHWAY AGENCY,14.0,Good,Green,"[-82.30219467399996, 36.174453148000055]"
8146,86SR1070011,Unicoi,STATE HIGHWAY AGENCY,27.0,Good,Green,"[-82.25121462599998, 36.16028716400007]"
8147,86S23790001,Unicoi,STATE HIGHWAY AGENCY,48.0,Fair,Yellow,"[-82.26185768799996, 36.17954415300005]"
8148,86SR0810009,Unicoi,STATE HIGHWAY AGENCY,70.0,Fair,Yellow,"[-82.52814049999995, 36.05390129600005]"
8149,86SR0810011,Unicoi,STATE HIGHWAY AGENCY,22.0,Good,Green,"[-82.50102792499996, 36.07215670700003]"
8150,87S23460003,Union,COUNTY HIGHWAY AGENCY,8.0,Good,Green,"[-83.77307365099995, 36.34596815400005]"
8151,90026420001,Washington,COUNTY HIGHWAY AGENCY,24.0,Fair,Yellow,"[-82.41111744799997, 36.383601990000045]"
8152,90026420003,Washington,COUNTY HIGHWAY AGENCY,29.0,Fair,Yellow,"[-82.44631518299997, 36.40599787900004]"
8153,88011340001,Van Buren,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-85.43941461799994, 35.607091506000074]"
8154,840A1880001,Tipton,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.67458498599996, 35.44472312200003]"
8155,86I00260034,Unicoi,STATE HIGHWAY AGENCY,41.0,Fair,Yellow,"[-82.44333672599998, 36.12734852500006]"
8156,86I00260032,Unicoi,STATE HIGHWAY AGENCY,41.0,Good,Green,"[-82.42809425799999, 36.14331297600006]"
8157,86I00260029,Unicoi,STATE HIGHWAY AGENCY,31.0,Fair,Yellow,"[-82.41864583899996, 36.15189069300004]"
8158,86I00260027,Unicoi,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.40564118799995, 36.16020980500008]"
8159,86I00260025,Unicoi,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.40218936799994, 36.162313451000045]"
8160,87F00020001,Union,COUNTY HIGHWAY AGENCY,42.0,Fair,Yellow,"[-83.75455414399994, 36.362411017000056]"
8161,870A0550001,Union,COUNTY HIGHWAY AGENCY,42.0,Poor,Orange,"[-83.75428438999995, 36.36527930900007]"
8162,87024190001,Union,COUNTY HIGHWAY AGENCY,78.0,Fair,Yellow,"[-83.72025354999994, 36.315895296000065]"
8163,87024190005,Union,COUNTY HIGHWAY AGENCY,83.0,Fair,Yellow,"[-83.71812567799998, 36.30135038100008]"
8164,840A2570003,Tipton,COUNTY HIGHWAY AGENCY,4.0,Fair,Yellow,"[-89.82777182999996, 35.40575098900007]"
8165,840A2930001,Tipton,COUNTY HIGHWAY AGENCY,18.0,Fair,Yellow,"[-89.84513822499997, 35.424984202000076]"
8166,840A3090001,Tipton,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.88424903599997, 35.42541021100004]"
8167,840A3110001,Tipton,COUNTY HIGHWAY AGENCY,26.0,Fair,Yellow,"[-89.85215016399997, 35.44600807200004]"
8168,86I00260008,Unicoi,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-82.34012104699997, 36.22727249500008]"
8169,86I00260007,Unicoi,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-82.34012104699997, 36.22727249500008]"
8170,86I00260005,Unicoi,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-82.33720556799994, 36.231007383000076]"
8171,84SR0140007,Tipton,STATE HIGHWAY AGENCY,56.0,Fair,Yellow,"[-89.61671358299998, 35.47110581100003]"
8172,870A1220003,Union,COUNTY HIGHWAY AGENCY,20.0,Good,Green,"[-83.76998013499997, 36.21964748700003]"
8173,870A1220005,Union,COUNTY HIGHWAY AGENCY,58.0,Poor,Orange,"[-83.76659528399995, 36.22603952500003]"
8174,86I00260067,Unicoi,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-82.54754691499994, 36.01419533200004]"
8175,86I00260063,Unicoi,STATE HIGHWAY AGENCY,24.0,Good,Green,"[-82.53176789999998, 36.038798729000064]"
8176,86I00260059,Unicoi,STATE HIGHWAY AGENCY,24.0,Good,Green,"[-82.51344512199995, 36.052525969000044]"
8177,86I00260057,Unicoi,STATE HIGHWAY AGENCY,24.0,Good,Green,"[-82.50401906699994, 36.07111690900007]"
8178,90025690003,Washington,COUNTY HIGHWAY AGENCY,60.0,Good,Green,"[-82.63282371999998, 36.19270864300006]"
8179,90025710003,Washington,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-82.49819820699997, 36.24703313600003]"
8180,870A1580001,Union,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-83.87588552099999, 36.20426784600005]"
8181,870A1670001,Union,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-83.90179813199995, 36.17668250200006]"
8182,90I00260025,Washington,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-82.41382523499999, 36.36740458400004]"
8183,90I00810005,Washington,STATE HIGHWAY AGENCY,44.0,Fair,Yellow,"[-82.59361298899995, 36.41188532500007]"
8184,900A2090001,Washington,COUNTY HIGHWAY AGENCY,78.0,Fair,Yellow,"[-82.60073234199996, 36.324374642000066]"
8185,900A2340005,Washington,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-82.59700615, 36.25720945200004]"
8186,900A2410001,Washington,COUNTY HIGHWAY AGENCY,93.0,Fair,Yellow,"[-82.57331455799994, 36.27173590500007]"
8187,900A2430001,Washington,COUNTY HIGHWAY AGENCY,25.0,Good,Green,"[-82.56392052299998, 36.242560559000026]"
8188,900A2430005,Washington,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-82.59014178199999, 36.26959687000004]"
8189,900A1810001,Washington,COUNTY HIGHWAY AGENCY,76.0,Fair,Yellow,"[-82.63947391999994, 36.43020190200008]"
8190,83SR1090003,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,81.0,Fair,Yellow,"[-86.44871219499998, 36.40486390800004]"
8191,87024520001,Union,COUNTY HIGHWAY AGENCY,46.0,Fair,Yellow,"[-83.94189872199996, 36.196313401000054]"
8192,870A0250001,Union,COUNTY HIGHWAY AGENCY,73.0,Fair,Yellow,"[-83.68426870699994, 36.31625246100003]"
8193,870A1000001,Union,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-83.80258450499997, 36.28985289900004]"
8194,870A1200001,Union,CITY OR MUNICIPAL HIGHWAY AGENCY,22.0,Good,Green,"[-83.80673646699995, 36.241709782000044]"
8195,870A1200003,Union,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-83.78036466499998, 36.215755718000025]"
8196,870A1210005,Union,CITY OR MUNICIPAL HIGHWAY AGENCY,2.0,Good,Green,"[-83.79564138399996, 36.247763865000024]"
8197,880A0850001,Van Buren,COUNTY HIGHWAY AGENCY,21.0,Good,Green,"[-85.42308108199995, 35.61005295500007]"
8198,880A1290001,Van Buren,"STATE PARK, FOREST, OR RESERVATION AGENCY",29.0,Good,Green,"[-85.34681434899994, 35.66088301800005]"
8199,88SR0010001,Van Buren,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-85.56859762799996, 35.80392819900004]"
8200,870A1310001,Union,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-83.74639012399996, 36.245697903000064]"
8201,870A1360001,Union,CITY OR MUNICIPAL HIGHWAY AGENCY,42.0,Fair,Yellow,"[-83.74365121999995, 36.20858158400006]"
8202,870A1360003,Union,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-83.713539, 36.218947498000034]"
8203,870A1370003,Union,CITY OR MUNICIPAL HIGHWAY AGENCY,2.0,Good,Green,"[-83.73927786599995, 36.20238494300003]"
8204,870A1520001,Union,COUNTY HIGHWAY AGENCY,32.0,Fair,Yellow,"[-83.79369458799994, 36.209840299000064]"
8205,870A1520003,Union,COUNTY HIGHWAY AGENCY,42.0,Poor,Orange,"[-83.83004139999997, 36.20079342500003]"
8206,870A1560003,Union,COUNTY HIGHWAY AGENCY,37.0,Poor,Orange,"[-83.88452187399997, 36.19053925400004]"
8207,850A0150003,Trousdale,COUNTY HIGHWAY AGENCY,25.0,Good,Green,"[-86.20856830599996, 36.44935859800006]"
8208,850A0210005,Trousdale,COUNTY HIGHWAY AGENCY,33.0,Fair,Yellow,"[-86.19191579399995, 36.46847139000005]"
8209,850A0260001,Trousdale,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.18040393599995, 36.424916909000046]"
8210,90025930003,Washington,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-82.49721183799994, 36.42935596900003]"
8211,90I00260035,Washington,STATE HIGHWAY AGENCY,43.0,Good,Green,"[-82.37461525099997, 36.34587008300008]"
8212,900A3370001,Washington,COUNTY HIGHWAY AGENCY,31.0,Fair,Yellow,"[-82.46982196299996, 36.43116372600008]"
8213,900B2110001,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,20.0,Good,Green,"[-82.36471516399996, 36.28359305200007]"
8214,90I00260009,Washington,STATE HIGHWAY AGENCY,49.0,Good,Green,"[-82.46383679799999, 36.39941949700005]"
8215,900A1070001,Washington,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-82.48882207999998, 36.41086797000003]"
8216,83039450001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Good,Green,"[-86.62020170199997, 36.30671150500007]"
8217,83M39410001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,22.0,Good,Green,"[-86.64793415399998, 36.30125235100007]"
8218,830A7290001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Good,Green,"[-86.44467142599996, 36.392933689000074]"
8219,79014500001,Shelby,STATE HIGHWAY AGENCY,35.0,Fair,Yellow,"[-89.89314926199995, 35.02047788200008]"
8220,79S81020005,Shelby,STATE HIGHWAY AGENCY,17.0,Fair,Yellow,"[-89.79196839599996, 35.224110506000045]"
8221,79SR2040001,Shelby,STATE HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.89957628199994, 35.17154977800004]"
8222,79SR2040005,Shelby,STATE HIGHWAY AGENCY,46.0,Fair,Yellow,"[-89.89596204399999, 35.188647726000056]"
8223,79SR2040007,Shelby,STATE HIGHWAY AGENCY,42.0,Fair,Yellow,"[-89.88897065899994, 35.262869280000075]"
8224,79S80740003,Shelby,STATE HIGHWAY AGENCY,59.0,Fair,Yellow,"[-89.65180936099995, 35.07850827100003]"
8225,79S80740005,Shelby,STATE HIGHWAY AGENCY,69.0,Poor,Orange,"[-89.65140999299996, 35.080973881000034]"
8226,86SR0360003,Unicoi,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-82.50251518499994, 36.05415641400003]"
8227,86I00260049,Unicoi,STATE HIGHWAY AGENCY,25.0,Fair,Yellow,"[-82.48688129899995, 36.08898355600007]"
8228,66SR0430003,Obion,STATE HIGHWAY AGENCY,89.0,Fair,Yellow,"[-88.85670207599998, 36.423320759000035]"
8229,66SR0430007,Obion,STATE HIGHWAY AGENCY,89.0,Fair,Yellow,"[-88.87575104399997, 36.49994226600006]"
8230,66SR0780001,Obion,STATE HIGHWAY AGENCY,36.0,Good,Green,"[-89.47025567299994, 36.22207276000006]"
8231,69SR0420001,Pickett,STATE HIGHWAY AGENCY,22.0,Fair,Yellow,"[-85.16142440699997, 36.531493184000055]"
8232,69SR0420007,Pickett,STATE HIGHWAY AGENCY,30.0,Fair,Yellow,"[-85.12031880099994, 36.603010347000065]"
8233,69SR1540001,Pickett,STATE HIGHWAY AGENCY,56.0,Fair,Yellow,"[-84.79556409199995, 36.55527837500006]"
8234,69G00060001,Pickett,STATE HIGHWAY AGENCY,27.0,Good,Green,"[-85.11855849899996, 36.583847426000034]"
8235,700A2350001,Polk,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-84.68911638299994, 35.00745494900008]"
8236,700A2750001,Polk,COUNTY HIGHWAY AGENCY,31.0,Fair,Yellow,"[-84.64403265099997, 35.26172652200006]"
8237,700A2830001,Polk,COUNTY HIGHWAY AGENCY,30.0,Good,Green,"[-84.60485435299995, 35.184096158000045]"
8238,850A0260003,Trousdale,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.16957594199994, 36.43144628700003]"
8239,850A0280005,Trousdale,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-86.17773092899995, 36.40816193300003]"
8240,88SR0300003,Van Buren,STATE HIGHWAY AGENCY,12.0,Good,Green,"[-85.51858057599998, 35.736350481000045]"
8241,88SR1110001,Van Buren,STATE HIGHWAY AGENCY,39.0,Fair,Yellow,"[-85.48033592199994, 35.69782013100007]"
8242,88SR1110007,Van Buren,STATE HIGHWAY AGENCY,21.0,Good,Green,"[-85.46102955199996, 35.821229422000044]"
8243,88SR2850007,Van Buren,STATE HIGHWAY AGENCY,25.0,Good,Green,"[-85.40566095199995, 35.78259470100005]"
